Wikipedia movie ID,Freebase movie ID,Movie name,Movie release date,Movie runtime,Movie languages (Freebase ID:name tuples),Movie countries (Freebase ID:name tuples),Movie genres (Freebase ID:name tuples),tmdb_id,collection_name,collection_id,vote_count,vote_average,genres,budget,run_time,tmdb_origin_country,tmdb_original_language,Movie release date corrected,release_year,movie_order,box_office,profit,years_diff_bt_pre_movies,CPI,real_revenue,real_budget,real_profit,ratio_revenue_budget,num_genres,collection_size
737840,/m/0372qf,An American Werewolf in Paris,1997-12-25,105.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}","{""/m/0f8l9c"": ""France"", ""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom"", ""/m/04g61"": ""Luxembourg"", ""/m/059j2"": ""Netherlands""}","{""/m/03npn"": ""Horror"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3n7f"": ""Horror Comedy""}",9406.0,An American Werewolf Collection,9380.0,671.0,6.0,"['Horror', 'Comedy', 'Fantasy']",22000000.0,98.0,"['US', 'GB']",en,1997-12-25,1997,2.0,26570463.0,4570463.0,16.0,482.4,59536235.44866019,49295233.57837325,10241001.870286934,1.2077483181818183,3,2
750694,/m/0386bw,Stuart Little 2,2002-07-19,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hj3n2k"": ""Fantasy Adventure"", ""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/01zhp"": ""Computer Animation"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/0hj3n26"": ""Family-Oriented Adventure""}",10996.0,Stuart Little Collection,99727.0,2384.0,5.8,"['Family', 'Adventure', 'Animation', 'Comedy']",120000000.0,78.0,['US'],en,2002-07-19,2002,2.0,169956806.0,49956806.0,3.0,540.5,380820929.5456486,268883092.2456723,111937837.29997629,1.4163067166666667,4,3
766887,/m/039rsv,Bring It On,2000-08-22,99.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01z02hx"": ""Sports"", ""/m/03p5xs"": ""Comedy of manners"", ""/m/01z4y"": ""Comedy"", ""/m/02b5_l"": ""Teen""}",1588.0,Bring It On Collection,430186.0,1679.0,6.2,['Comedy'],28000000.0,98.0,['US'],en,2000-08-22,2000,1.0,90449929.0,62449929.0,,517.5,202670471.69101256,62739388.19065686,139931083.5003557,3.230354607142857,1,5
773089,/m/03bb5m,Father of the Bride,1991-12-20,104.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/02l7c8"": ""Romance Film"", ""/m/01z4y"": ""Comedy""}",11846.0,Father of the Bride (Steve Martin) Collection,96871.0,1336.0,6.465,"['Comedy', 'Romance']",20000000.0,105.0,['US'],en,1991-12-20,1991,1.0,89325780.0,69325780.0,,409.3,200151599.5304719,44813848.707612045,155337750.82285985,4.466289,2,2
781629,/m/03bxlj,S.W.A.T.,2003-08-08,115.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02kdv5l"": ""Action""}",9257.0,S.W.A.T. Collection,221111.0,2467.0,6.2,"['Action', 'Thriller', 'Crime']",80000000.0,117.0,['US'],en,2003-08-08,2003,1.0,207725639.0,127725639.0,,552.8,465449267.94190186,179255394.83044818,286193873.11145365,2.5965704875,3,2
797798,/m/03cwwl,Resident Evil: Apocalypse,2004-09-10,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0f8l9c"": ""France"", ""/m/0d060g"": ""Canada"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema"", ""/m/094ddt"": ""Doomsday film"", ""/m/0cq22z7"": ""Sci-Fi Horror"", ""/m/0jb4p32"": ""Zombie Film"", ""/m/02kdv5l"": ""Action""}",1577.0,Resident Evil Collection,17255.0,4286.0,6.4,"['Horror', 'Action', 'Science Fiction']",45000000.0,94.0,['US'],en,2004-09-10,2004,2.0,129394835.0,84394835.0,2.0,567.6,289934027.9618212,100831159.59212711,189102868.36969408,2.8754407777777775,3,5
805053,/m/03dbg_,Before Sunrise,1995-01-27,100.0,"{""/m/064_8sq"": ""French Language"", ""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language""}","{""/m/06mzp"": ""Switzerland"", ""/m/09c7w0"": ""United States of America"", ""/m/0h7x"": ""Austria""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/07s9rl0"": ""Drama""}",76.0,Before... Collection,123800.0,4098.0,8.0,"['Drama', 'Romance']",2500000.0,101.0,['US'],en,1995-01-27,1995,1.0,5535405.0,3035405.0,,457.9,12403140.110267963,5601731.088451506,6801409.021816458,2.214162,2,3
805120,/m/03dbkp,Before Sunset,2004,80.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/0219x_"": ""Indie""}",80.0,Before... Collection,123800.0,3351.0,7.818,"['Drama', 'Romance']",2700000.0,80.0,['US'],en,2004-01-01,2004,2.0,15992615.0,13292615.0,9.0,567.6,35834531.45245435,6049869.575527626,29784661.876926724,5.923190740740741,2,3
807842,/m/03dhdk,Beverly Hills Cop II,1987-05-20,102.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/0556j8"": ""Buddy film"", ""/m/0hj3l_y"": ""Action Comedy"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action""}",96.0,Beverly Hills Cop Collection,85861.0,2504.0,6.505,"['Action', 'Comedy', 'Crime']",28000000.0,103.0,['US'],en,1987-05-20,1987,2.0,299965036.0,271965036.0,3.0,341.4,672129387.04387,62739388.19065686,609389998.8532131,10.713037,3,3
826441,/m/02p32wl,Death Wish II,1982-02-20,89.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02kdv5l"": ""Action"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/03btsm8"": ""Action/Adventure""}",14373.0,Death Wish Collection,14377.0,458.0,6.259,"['Action', 'Crime', 'Drama']",2000000.0,92.0,['US'],en,1982-02-20,1982,2.0,16100000.0,14100000.0,8.0,290.0,36075148.209627695,4481384.8707612045,31593763.33886649,8.049999999999999,3,5
844078,/m/03gb_8,Smokey and the Bandit,1977-05-19,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/0hj3mxr"": ""Chase Movie"", ""/m/04228s"": ""Road movie"", ""/m/0hj3l_y"": ""Action Comedy"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/02kdv5l"": ""Action""}",11006.0,Smokey and the Bandit Collection,87220.0,709.0,7.0,"['Action', 'Adventure', 'Comedy']",4300000.0,96.0,['US'],en,1977-05-19,1977,1.0,126737428.0,122437428.0,,182.1,283979596.1991937,9634977.47213659,274344618.7270571,29.473820465116276,3,3
846820,/m/03gn80,Look Who's Talking,1989-10-13,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/0hqxf"": ""Family Film"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3n0k"": ""Domestic Comedy""}",9494.0,Look Who's Talking Collection,9521.0,2276.0,6.3,"['Comedy', 'Romance']",7500000.0,93.0,['US'],en,1989-10-13,1989,1.0,296999813.0,289499813.0,,372.5,665485234.2985535,16805193.265354518,648680041.033199,39.599975066666666,2,3
854942,/m/03hjys,Freeway,1996,98.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0219x_"": ""Indie"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/0vgkd"": ""Black comedy""}",11229.0,Freeway Collection,355490.0,360.0,6.449,"['Comedy', 'Crime', 'Thriller']",3000000.0,105.0,['US'],en,1996-01-01,1996,1.0,295493.0,-2704507.0,,471.3,662108.9298079204,6722077.306141807,-6059968.376333887,0.09849766666666668,3,2
858575,/m/03hxsv,Harry Potter and the Half-Blood Prince,2009-07-06,153.0,"{""/m/0k0sv"": ""Croatian language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/0hj3n2k"": ""Fantasy Adventure"", ""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/02n4kr"": ""Mystery"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hj3myc"": ""Children's Fantasy"", ""/m/0hqxf"": ""Family Film"", ""/m/02kdv5l"": ""Action"", ""/m/02l7c8"": ""Romance Film""}",767.0,Harry Potter Collection,1241.0,19333.0,7.7,"['Adventure', 'Fantasy']",250000000.0,153.0,['GB'],en,2009-07-06,2009,6.0,934416487.0,684416487.0,2.0,644.7,2093739953.9158168,560173108.8451506,1533566845.0706663,3.7376659479999996,2,8
865561,/m/03jr46,Happiness,1998-05-15,139.0,"{""/m/06b_j"": ""Russian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama"", ""/m/0vgkd"": ""Black comedy"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/01z4y"": ""Comedy"", ""/m/0219x_"": ""Indie""}",10683.0,Happiness Collection,979642.0,802.0,7.5,"['Comedy', 'Drama']",3000000.0,139.0,['US'],en,1998-05-15,1998,1.0,2807390.0,-192610.0,,489.8,6290497.536163149,6722077.306141807,-431579.76997865736,0.9357966666666667,2,2
870946,/m/03k8th,The Bourne Supremacy,2004-07-15,110.0,"{""/m/02bjrlw"": ""Italian Language"", ""/m/06b_j"": ""Russian Language"", ""/m/02h40lc"": ""English Language"", ""/m/04306rv"": ""German Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02n4kr"": ""Mystery"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/02kdv5l"": ""Action"", ""/m/0bkbm"": ""Spy""}",2502.0,The Bourne Collection,31562.0,7424.0,7.3,"['Action', 'Drama', 'Thriller']",75000000.0,108.0,"['US', 'DE']",en,2004-07-15,2004,2.0,288500217.0,213500217.0,2.0,567.6,646440253.8375622,168051932.65354517,478388321.18401706,3.8466695599999996,3,4
872441,/m/03kfz0,First Blood,1982-10-22,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03k9fj"": ""Adventure"", ""/m/09blyk"": ""Psychological thriller"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/07s9rl0"": ""Drama"", ""/m/02kdv5l"": ""Action""}",1368.0,Rambo Collection,5039.0,6208.0,7.5,"['Action', 'Adventure', 'Thriller', 'War']",15000000.0,93.0,['US'],en,1982-10-22,1982,1.0,125212904.0,110212904.0,,290.0,280563606.8048375,33610386.530709036,246953220.2741285,8.347526933333333,4,4
873469,/m/03kk01,Harold & Kumar Go to White Castle,2004-05-20,88.0,"{""/m/03k50"": ""Hindi Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada"", ""/m/0345h"": ""Germany""}","{""/m/0556j8"": ""Buddy film"", ""/m/03k9fj"": ""Adventure"", ""/m/01q03"": ""Cult"", ""/m/01z4y"": ""Comedy"", ""/m/03v6qx"": ""Stoner film"", ""/m/09q17"": ""Slapstick""}",11282.0,Harold & Kumar Collection,30663.0,2030.0,6.529,"['Comedy', 'Adventure']",9000000.0,88.0,['US'],en,2004-05-20,2004,1.0,23936908.0,14936908.0,,567.6,53635248.68200143,20166231.918425422,33469016.763576005,2.6596564444444444,2,3
876872,/m/03kxj2,Addams Family Values,1993-11-19,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0vgkd"": ""Black comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3n0k"": ""Domestic Comedy""}",2758.0,Addams Family Collection,11716.0,2966.0,7.0,"['Comedy', 'Family', 'Fantasy']",47000000.0,94.0,['US'],en,1993-11-19,1993,2.0,48919043.0,1919043.0,2.0,434.1,109612529.5961584,105312544.46288832,4299985.133270085,1.0408307021276595,3,2
877220,/m/03kysk,The Crow: City of Angels,1996-08-30,84.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/04pbhw"": ""Superhero movie"", ""/m/0btmb"": ""Superhero"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/01hmnh"": ""Fantasy"", ""/m/02kdv5l"": ""Action""}",10546.0,The Crow Collection,9436.0,525.0,5.5,"['Action', 'Fantasy', 'Thriller']",13000000.0,84.0,['US'],en,1996-08-30,1996,2.0,17917287.0,4917287.0,2.0,471.3,40147129.44344321,29129001.65994783,11018127.783495378,1.3782528461538461,3,4
880056,/m/03l6q0,Scary Movie 3,2003-10-20,84.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada""}","{""/m/0gf28"": ""Parody"", ""/m/03npn"": ""Horror"", ""/m/01hwc6"": ""Absurdism"", ""/m/01jw2w"": ""Gross-out film"", ""/m/0hj3n7f"": ""Horror Comedy"", ""/m/01z4y"": ""Comedy"", ""/m/0bbc17"": ""Gross out"", ""/m/02b5_l"": ""Teen"", ""/m/09q17"": ""Slapstick""}",4256.0,Scary Movie Collection,4246.0,4036.0,6.0,['Comedy'],48000000.0,84.0,['US'],en,2003-10-20,2003,3.0,220673217.0,172673217.0,2.0,552.8,494460808.02300215,107553236.89826891,386907571.1247332,4.5973586875,1,4
881249,/m/03lb7_,Eat Drink Man Woman,1994-08-03,124.0,"{""/m/0653m"": ""Standard Mandarin""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d05w3"": ""China"", ""/m/06f32"": ""Taiwan""}","{""/m/03q4nz"": ""World cinema"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/0hj3n0k"": ""Domestic Comedy"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/0gw5qqq"": ""Chinese Movies""}",10451.0,Father Knows Best Collection,947429.0,333.0,7.6,"['Comedy', 'Drama', 'Romance']",,123.0,['TW'],zh,1994-08-03,1994,3.0,7294403.0,7294403.0,1.0,445.4,16344513.622717572,,,,3,3
882050,/m/03lf33,Mannequin,1987-02-13,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hn10"": ""LGBT"", ""/m/06cvj"": ""Romantic comedy"", ""/m/0219x_"": ""Indie"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film""}",10019.0,Mannequin Collection,124951.0,721.0,6.853,"['Comedy', 'Romance', 'Fantasy']",6000000.0,89.0,['US'],en,1987-02-13,1987,1.0,42721196.0,36721196.0,,341.4,95725060.70761205,13444154.612283614,82280906.09532844,7.120199333333334,3,2
896395,/m/03mr85,Peyton Place,1957-12-13,129.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hj3n0w"": ""Ensemble Film"", ""/m/01j1n2"": ""Coming of age"", ""/m/060__y"": ""Film adaptation"", ""/m/07s9rl0"": ""Drama"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/02b5_l"": ""Teen""}",43236.0,Peyton Place Collection,744162.0,73.0,6.6,"['Drama', 'Romance']",,157.0,['US'],en,1957-12-13,1957,1.0,25600000.0,25600000.0,,84.4,57361726.34574342,,,,2,4
901421,/m/03n785,AVP: Alien vs. Predator,2004-08-12,109.0,"{""/m/02bjrlw"": ""Italian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/01mjq"": ""Czech Republic"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany""}","{""/m/0g092b"": ""Monster movie"", ""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action""}",395.0,AVP Collection,115762.0,4397.0,5.9,"['Adventure', 'Science Fiction', 'Action', 'Horror']",70000000.0,100.0,['US'],en,2004-08-12,2004,1.0,172544654.0,102544654.0,,567.6,386619500.9831634,156848470.47664216,229771030.50652125,2.464923628571429,4,2
901489,/m/03n7gj,Road House,1989-05-19,114.0,"{""/m/05zjd"": ""Portuguese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",10135.0,Road House Collection,224976.0,1267.0,6.735,"['Action', 'Thriller']",15000000.0,114.0,['US'],en,1989-05-19,1989,1.0,30050028.0,15050028.0,,372.5,67332870.4225753,33610386.530709036,33722483.89186626,2.0033352,2,2
903383,/m/03nfnx,Shrek the Third,2007-05-06,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/0bxg3"": ""Fairy tale"", ""/m/0hcr"": ""Animation"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hj3myc"": ""Children's Fantasy"", ""/m/0hqxf"": ""Family Film"", ""/m/0hj3n2s"": ""Fantasy Comedy"", ""/m/01z4y"": ""Comedy""}",810.0,Shrek Collection,2150.0,8943.0,6.3,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']",160000000.0,93.0,['US'],en,2007-05-06,2007,3.0,798958162.0,638958162.0,3.0,623.1,1790219509.7789898,358510789.66089636,1431708720.1180935,4.9934885125,5,4
905188,/m/03nlr5,The Hitcher,1986-02-21,98.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/09blyk"": ""Psychological thriller"", ""/m/0c3351"": ""Suspense"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02kdv5l"": ""Action"", ""/m/01585b"": ""Slasher""}",9542.0,The Hitcher Collection,476054.0,897.0,6.9,"['Horror', 'Action', 'Thriller']",6000000.0,98.0,['US'],en,1986-02-21,1986,1.0,7900000.0,1900000.0,,329.4,17701470.23950676,13444154.612283614,4257315.627223145,1.3166666666666667,3,2
905964,/m/03nnz2,Open Water,2003-10-26,81.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06vxwl5"": ""Natural horror films"", ""/m/03npn"": ""Horror"", ""/m/0219x_"": ""Indie"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense"", ""/m/01drsx"": ""Disaster""}",83.0,Open Water Collection,86113.0,1046.0,5.535,"['Drama', 'Thriller', 'Horror']",130000.0,79.0,['US'],en,2003-10-26,2003,1.0,54667954.0,54537954.0,,552.8,122494070.98553474,291290.0165994783,122202780.96893527,420.52272307692306,3,2
915315,/m/03pk1m,Rugrats Go Wild,2003-06-13,81.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama"", ""/m/0hcr"": ""Animation""}",20694.0,Rugrats Collection,57129.0,296.0,6.2,"['Animation', 'Family', 'Adventure', 'Comedy']",25000000.0,81.0,['US'],en,2003-06-13,2003,3.0,55405466.0,30405466.0,3.0,552.8,124146608.54493716,56017310.88451506,68129297.6604221,2.21621864,4,3
915499,/m/03pkmt,Land of the Dead,2005-06-18,93.0,"{""/m/064_8sq"": ""French Language"", ""/m/05qqm"": ""Polish Language"", ""/m/02bjrlw"": ""Italian Language"", ""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0f8l9c"": ""France"", ""/m/0d060g"": ""Canada""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/0219x_"": ""Indie"", ""/m/094ddt"": ""Doomsday film"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/01q03"": ""Cult"", ""/m/02vn3k"": ""Splatter film"", ""/m/0jb4p32"": ""Zombie Film"", ""/m/02kdv5l"": ""Action"", ""/m/026ny"": ""Dystopia""}",11683.0,Living Dead Collection,261590.0,1552.0,6.179,"['Horror', 'Science Fiction']",15000000.0,93.0,"['CA', 'US']",en,2005-06-18,2005,4.0,46770602.0,31770602.0,20.0,586.9,104798534.09959686,33610386.530709036,71188147.56888783,3.118040133333333,2,4
917524,/m/03prl2,I Am Curious (Yellow),1967,122.0,"{""/m/06mp7"": ""Swedish Language""}","{""/m/0d0vqn"": ""Sweden""}","{""/m/0hj3n16"": ""Erotic Drama"", ""/m/02js9"": ""Erotica"", ""/m/03q4nz"": ""World cinema"", ""/m/07s9rl0"": ""Drama"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}",42695.0,I'm Curious Collection,261057.0,67.0,5.7,['Drama'],,121.0,['SE'],sv,1967-01-01,1967,1.0,27686100.0,27686100.0,,100.2,62036034.83519089,,,,1,2
919546,/m/03pyd6,Exorcist: The Beginning,2004-08-20,114.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/04xvlr"": ""Period piece"", ""/m/03npn"": ""Horror"", ""/m/09blyk"": ""Psychological thriller"", ""/m/0fdjb"": ""Supernatural""}",11026.0,The Exorcist Collection,12263.0,792.0,5.397,"['Horror', 'Mystery', 'Thriller']",80000000.0,114.0,['US'],en,2004-08-20,2004,4.0,78000586.0,-1999414.0,14.0,567.6,174775323.0054541,179255394.83044818,-4480071.824994087,0.9750073249999999,3,5
920468,/m/03q05j,Sister Act,1992-05-29,100.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/04t36"": ""Musical"", ""/m/0hj3mz5"": ""Comedy of Errors"", ""/m/01z4y"": ""Comedy""}",2005.0,Sister Act Collection,103573.0,3150.0,6.8,"['Music', 'Comedy']",31000000.0,100.0,['US'],en,1992-05-29,1992,1.0,231605150.0,200605150.0,,421.7,518955907.60018975,69461465.49679868,449494442.10339105,7.4711338709677415,2,2
920613,/m/03q0r1,Cars,2006-06-08,116.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/02bjrlw"": ""Italian Language"", ""/m/0880p"": ""Yiddish Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/01zhp"": ""Computer Animation"", ""/m/04228s"": ""Road movie"", ""/m/0hcr"": ""Animation"", ""/m/01z02hx"": ""Sports"", ""/m/01z4y"": ""Comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/0ltv"": ""Auto racing""}",920.0,Cars Collection,87118.0,13858.0,7.0,"['Animation', 'Adventure', 'Comedy', 'Family']",120000000.0,117.0,['US'],en,2006-06-08,2006,1.0,461983149.0,341983149.0,,605.8,1035162147.2376096,268883092.2456723,766279054.9919374,3.8498595749999995,4,2
924771,/m/03qfhp,The Naked Gun 2½: The Smell of Fear,1991-06-28,81.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0gf28"": ""Parody"", ""/m/01z4y"": ""Comedy""}",37137.0,Naked Gun Collection,37139.0,2201.0,6.785,"['Comedy', 'Crime']",23000000.0,85.0,['US'],en,1991-06-28,1991,2.0,86930411.0,63930411.0,3.0,409.3,194784314.3322267,51535926.013753854,143248388.31847283,3.7795830869565217,2,3
924799,/m/03qflm,"Honey, I Blew Up the Kid",1992-07-17,89.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/0hqxf"": ""Family Film"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3n26"": ""Family-Oriented Adventure"", ""/m/03k9fj"": ""Adventure""}",11158.0,"Honey, I Shrunk the Kids Collection",72119.0,1155.0,5.2,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",40000000.0,89.0,['US'],en,1992-07-17,1992,2.0,58662452.0,18662452.0,3.0,421.7,131444512.43727767,89627697.41522409,41816815.022053584,1.4665613,4,3
928529,/m/03qtpl,Anacondas: The Hunt for the Blood Orchid,2004-08-25,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06vxwl5"": ""Natural horror films"", ""/m/03npn"": ""Horror"", ""/m/03k9fj"": ""Adventure"", ""/m/0hj3n96"": ""Jungle Film"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action""}",11237.0,Anaconda Collection,105995.0,960.0,5.5,"['Adventure', 'Action', 'Horror']",20000000.0,96.0,"['AU', 'US']",en,2004-08-25,2004,2.0,70992898.0,50992898.0,7.0,567.6,159073249.5143467,44813848.707612045,114259400.80673465,3.5496449,3,4
