Wikipedia movie ID,Freebase movie ID,Movie name,Movie release date,Movie runtime,Movie languages (Freebase ID:name tuples),Movie countries (Freebase ID:name tuples),Movie genres (Freebase ID:name tuples),tmdb_id,collection_name,collection_id,vote_count,vote_average,genres,budget,run_time,tmdb_origin_country,tmdb_original_language,Movie release date corrected,release_year,movie_order,box_office,profit,years_diff_bt_pre_movies,CPI,real_revenue,real_budget,real_profit,ratio_revenue_budget,num_genres,collection_size
2513894,/m/07k3zl,Analyze That,2002-12-06,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hj3m_x"": ""Crime Comedy"", ""/m/0556j8"": ""Buddy film"", ""/m/01z4y"": ""Comedy"", ""/m/0gw5w78"": ""Gangster Film""}",9932.0,Analyze Collection,110127.0,1215.0,5.8,"['Comedy', 'Crime']",60000000.0,96.0,['US'],en,2002-12-06,2002,2.0,55003135.0,-4996865.0,3.0,341.4,123245108.51671804,134441546.12283614,-11196437.606118098,0.9167189166666666,2,2
2522220,/m/0c01vd9,The Hidden,1987-10-20,98.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/01q03"": ""Cult"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/0219x_"": ""Indie""}",12476.0,Hidden Collection,175858.0,411.0,6.872,"['Science Fiction', 'Thriller', 'Action', 'Horror']",5000000.0,96.0,['US'],en,1987-10-20,1987,1.0,9747988.0,4747988.0,,586.9,21842242.971780885,11203462.176903011,10638780.794877874,1.9495976,4,2
2546429,/m/07m7j8,Friday the 13th: The Final Chapter,1984-04-13,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen""}",9730.0,Friday the 13th Collection,9735.0,1299.0,6.1,"['Horror', 'Thriller']",2200000.0,91.0,['US'],en,1984-04-13,1984,4.0,32980880.0,30780880.0,2.0,355.4,73900008.32819541,4929523.357837325,68970484.97035809,14.991309090909093,2,11
2546472,/m/07m7ls,Friday the 13th Part VII: The New Blood,1988-05-13,112.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen""}",10281.0,Friday the 13th Collection,9735.0,1032.0,5.5,"['Horror', 'Thriller']",2800000.0,88.0,['US'],en,1988-05-13,1988,7.0,19170001.0,16370001.0,2.0,586.9,42954076.226938576,6273938.819065686,36680137.407872885,6.846428928571428,2,11
2548068,/m/07mbt1,Tom-Yum-Goong,2005-08-11,105.0,"{""/m/01r2l"": ""Chinese language"", ""/m/03115z"": ""Mandarin Chinese"", ""/m/0653m"": ""Standard Mandarin"", ""/m/02h40lc"": ""English Language"", ""/m/0c_v2"": ""Thai Language""}","{""/m/07f1x"": ""Thailand""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/03q4nz"": ""World cinema""}",8982.0,The Protector Collection,251970.0,847.0,7.1,"['Action', 'Crime', 'Drama', 'Thriller']",6000000.0,111.0,['TH'],th,2005-08-11,2005,1.0,43044087.0,37044087.0,,116.7,96448560.12876451,13444154.612283614,83004405.5164809,7.174014499999999,4,2
2554585,/m/07mpbj,Arthur and the Invisibles,2006-11-29,102.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}","{""/m/0f8l9c"": ""France""}","{""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/01zhp"": ""Computer Animation"", ""/m/0hcr"": ""Animation"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hj3myc"": ""Children's Fantasy"", ""/m/0hqxf"": ""Family Film""}",9992.0,Arthur and the Invisibles Collection,85817.0,2852.0,6.404,"['Adventure', 'Fantasy', 'Animation', 'Family']",86000000.0,94.0,['FR'],fr,2006-11-29,2006,1.0,15132763.0,-70867237.0,,552.8,33907867.580507465,192699549.4427318,-158791681.86222434,0.17596236046511626,4,3
2564144,/m/07n9lm,Crocodile Dundee in Los Angeles,2001-04-12,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0chghy"": ""Australia"", ""/m/0ctw_b"": ""New Zealand""}","{""/m/03k9fj"": ""Adventure"", ""/m/03q4nz"": ""World cinema"", ""/m/0hj3l_y"": ""Action Comedy"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action""}",9290.0,Crocodile Dundee Collection,9332.0,600.0,5.2,"['Adventure', 'Comedy']",21150000.0,95.0,"['AU', 'US']",en,2001-04-12,2001,3.0,39438674.0,18288674.0,13.0,392.6,88369938.49324164,47390645.00829974,40979293.4849419,1.864712718676123,2,3
2571423,/m/07ntch,Tyler Perry's Madea's Family Reunion,2006-02-24,134.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01lrrt"": ""Melodrama"", ""/m/02h8pkk"": ""Family Drama"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film""}",16781.0,Madea Collection,534673.0,193.0,6.3,"['Drama', 'Comedy', 'Romance']",6000000.0,107.0,['US'],en,2006-02-24,2006,2.0,63308879.0,57308879.0,1.0,623.1,141855726.26772588,13444154.612283614,128411571.65544227,10.551479833333335,3,7
2576917,/m/07p62k,Evan Almighty,2007-06-21,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0gf28"": ""Parody"", ""/m/0hj3n62"": ""Heavenly Comedy"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/0hj3n2s"": ""Fantasy Comedy"", ""/m/02djzlc"": ""Religious Film""}",2698.0,Almighty Collection,124949.0,4236.0,5.574,"['Fantasy', 'Comedy', 'Family']",175000000.0,96.0,['US'],en,2007-06-21,2007,2.0,173418781.0,-1581219.0,4.0,500.6,388578150.73962533,392121176.1916054,-3543025.4519800544,0.9909644628571429,3,2
2580403,/m/07pd_j,American Pie,1999-07-09,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/0gsy3b"": ""Sex comedy"", ""/m/01j1n2"": ""Coming of age"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/02b5_l"": ""Teen""}",2105.0,American Pie Collection,2806.0,7620.0,6.6,"['Comedy', 'Romance']",11000000.0,95.0,['US'],en,1999-07-09,1999,1.0,235483004.0,224483004.0,,552.8,527644985.72350013,24647616.789186627,502997368.93431354,21.407545818181816,2,4
2581392,/m/07phbc,The Pink Panther,2006-01-19,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0f8l9c"": ""France"", ""/m/09c7w0"": ""United States of America"", ""/m/01mjq"": ""Czech Republic""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02n4kr"": ""Mystery"", ""/m/01z4y"": ""Comedy"", ""/m/023pxm"": ""Reboot"", ""/m/0hqxf"": ""Family Film"", ""/m/02kdv5l"": ""Action"", ""/m/09q17"": ""Slapstick""}",12096.0,The Pink Panther (Steve Martin) Collection,130440.0,1899.0,5.8,"['Comedy', 'Mystery', 'Crime', 'Adventure', 'Family']",65000000.0,93.0,['US'],en,2006-01-19,2006,1.0,158851357.0,93851357.0,,647.0,355937033.9798435,145645008.29973915,210292025.68010435,2.4438670307692307,5,2
2583417,/m/0b3wz47,Street Kings,2008-04-03,107.0,"{""/m/02hwyss"": ""Turkish Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama"", ""/m/03btsm8"": ""Action/Adventure""}",1266.0,Street Kings Collection,124881.0,1473.0,6.6,"['Action', 'Crime', 'Drama', 'Thriller']",20000000.0,109.0,['US'],en,2008-04-03,2008,1.0,65572887.0,45572887.0,,540.5,146928671.86696702,44813848.707612045,102114823.15935498,3.2786443499999995,4,2
2600572,/m/025sd45,3 Men and a Little Lady,1990,104.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hqxf"": ""Family Film"", ""/m/0556j8"": ""Buddy film"", ""/m/01z4y"": ""Comedy""}",11630.0,3 Men Collection,107688.0,519.0,5.9,"['Family', 'Comedy']",,104.0,['US'],en,1990-01-01,1990,2.0,71609321.0,71609321.0,3.0,586.9,160454463.86744133,,,,2,2
2609169,/m/07rgg3,The Pink Panther,1963-12-19,115.0,"{""/m/02bjrlw"": ""Italian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/0gf28"": ""Parody"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/01z4y"": ""Comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/09q17"": ""Slapstick""}",936.0,The Pink Panther (Original) Collection,937.0,1008.0,6.9,"['Comedy', 'Crime']",,115.0,['US'],en,1963-12-19,1963,1.0,10878107.0,10878107.0,,392.6,24374492.066160776,,,,2,9
2609817,/m/07rhl9,Leatherface: Texas Chainsaw Massacre III,1990-01-12,85.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/0b7z1vt"": ""Road-Horror""}",25018.0,Texas Chainsaw Massacre Collection,111751.0,543.0,5.319,"['Horror', 'Thriller']",2000000.0,85.0,['US'],en,1990-01-12,1990,3.0,5765562.0,3765562.0,4.0,471.3,12918851.159117857,4481384.8707612045,8437466.288356652,2.882781,2,5
2626454,/m/07sp4l,In the Name of the King: A Dungeon Siege Tale,2008-01-11,127.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada"", ""/m/0345h"": ""Germany""}","{""/m/03k9fj"": ""Adventure"", ""/m/03q4nz"": ""World cinema"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01hmnh"": ""Fantasy"", ""/m/07s9rl0"": ""Drama"", ""/m/0dz8b"": ""Sword and sorcery"", ""/m/02kdv5l"": ""Action""}",2312.0,In the Name of the King Collection,122922.0,830.0,4.74,"['Adventure', 'Fantasy', 'Action', 'Drama']",60000000.0,127.0,"['US', 'CA']",en,2008-01-11,2008,1.0,13097915.0,-46902085.0,,52.9,29348399.059758123,134441546.12283614,-105093147.06307802,0.21829858333333332,4,2
2632500,/m/07t1xb,Single White Female,1992-08-14,107.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense"", ""/m/09blyk"": ""Psychological thriller""}",9605.0,Single White Female Collection,338282.0,595.0,6.293,"['Thriller', 'Horror']",16000000.0,107.0,['US'],en,1992-08-14,1992,1.0,48017402.0,32017402.0,,434.1,107592229.4280294,35851078.966089636,71741150.46193977,3.0010876250000003,2,2
2664350,/m/07wbmd,Meatballs 2,1984-07-27,87.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0gsy3b"": ""Sex comedy"", ""/m/01z4y"": ""Comedy""}",40771.0,Meatballs Collection,48037.0,53.0,4.1,['Comedy'],,87.0,['US'],en,1984-07-27,1984,2.0,5410972.0,5410972.0,5.0,421.7,12124324.02845625,,,,1,4
2675554,/m/07x4qr,The Smurfs,2011-07-24,103.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/01zhp"": ""Computer Animation"", ""/m/0hcr"": ""Animation"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/0hj3n2s"": ""Fantasy Comedy""}",41513.0,The Smurfs (Theatrical) Collection,134897.0,3714.0,5.8,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",110000000.0,103.0,['US'],en,2011-07-24,2011,1.0,563749323.0,453749323.0,,42.1,1263188843.497036,246476167.89186627,1016712675.6051698,5.124993845454546,5,2
2680994,/m/07xkmm,"Silent Night, Deadly Night Part 2",1987-04-10,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/01585b"": ""Slasher""}",50719.0,"Silent Night, Deadly Night Collection",256296.0,154.0,4.5,"['Comedy', 'Horror']",250000.0,88.0,['US'],en,1987-04-10,1987,2.0,154323.0,-95677.0,3.0,586.9,345790.37870524067,560173.1088451506,-214382.7301399099,0.617292,2,5
2682902,/m/07xqf5,Missing in Action,1984,100.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/01jfsb"": ""Thriller"", ""/m/02kdv5l"": ""Action"", ""/m/082gq"": ""War film""}",15379.0,Missing in Action Collection,46512.0,477.0,5.8,"['Action', 'Adventure', 'Thriller', 'War']",2550000.0,101.0,['US'],en,1984-01-01,1984,1.0,22812411.0,20262411.0,,42.1,51115596.76049324,5713765.710220536,45401831.0502727,8.946043529411764,4,3
2696740,/m/07ykkf,Curious George,2006-02-10,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/0hqxf"": ""Family Film"", ""/m/0bj8m2"": ""Children's"", ""/m/01z4y"": ""Comedy"", ""/m/0hcr"": ""Animation""}",9975.0,Curious George Collection,55428.0,498.0,6.4,"['Adventure', 'Animation', 'Comedy', 'Family']",50000000.0,87.0,['US'],en,2006-02-10,2006,1.0,69834815.0,19834815.0,,312.2,156478341.69670382,112034621.76903012,44443719.9276737,1.3966963,4,2
2742915,/m/080bbt,Texas Chainsaw Massacre: The Next Generation,1994-10-07,86.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen"", ""/m/0b7z1vt"": ""Road-Horror""}",16780.0,Texas Chainsaw Massacre Collection,111751.0,661.0,4.6,"['Comedy', 'Horror']",600000.0,87.0,['US'],en,1994-10-07,1994,4.0,185898.0,-414102.0,4.0,471.3,416540.2423523832,1344415.4612283614,-927875.2188759781,0.30983,2,5
2752473,/m/080sh0,Malevolence,2004-09-10,86.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/0qdzd"": ""B-movie"", ""/m/02n4kr"": ""Mystery"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher""}",54702.0,Malevolence Collection,538387.0,84.0,5.2,"['Crime', 'Horror', 'Thriller']",200000.0,90.0,['US'],en,2004-09-10,2004,1.0,127287.0,-72713.0,,605.8,285211.0180222907,448138.48707612045,-162927.46905382973,0.636435,3,2
2759477,/m/0811_b,Big Momma's House 2,2006-01-26,99.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action"", ""/m/09q17"": ""Slapstick""}",11565.0,Big Momma's House Collection,44979.0,1573.0,5.8,"['Comedy', 'Crime']",40000000.0,99.0,['US'],en,2006-01-26,2006,1.0,138259062.0,98259062.0,,623.1,309796034.3462177,89627697.41522409,220168336.93099362,3.45647655,2,2
2760461,/m/0813q9,Happily N'Ever After,2007-01-05,87.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/0gf28"": ""Parody"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/01zhp"": ""Computer Animation"", ""/m/0bxg3"": ""Fairy tale"", ""/m/0hcr"": ""Animation"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/0hqxf"": ""Family Film""}",5393.0,Happily N'Ever After Collection,141084.0,419.0,5.1,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",47000000.0,87.0,"['DE', 'US']",en,2007-01-05,2007,1.0,38085778.0,-8914222.0,,517.5,85338514.66018496,105312544.46288832,-19974029.80270335,0.8103357021276595,5,2
2769128,/m/081ky0,Goal!,2005-09-29,117.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01z02hx"": ""Sports"", ""/m/07s9rl0"": ""Drama""}",9763.0,Goal! Collection,110177.0,1107.0,6.8,['Drama'],10000000.0,118.0,['GB'],en,2005-09-29,2005,1.0,27610873.0,17610873.0,,489.8,61867474.26535452,22406924.353806023,39460549.911548495,2.7610873000000002,1,3
2780022,/m/08260b,Arthur 2: On the Rocks,1988-07-08,113.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/01z4y"": ""Comedy"", ""/m/09q17"": ""Slapstick""}",26044.0,Arthur Collection,170754.0,145.0,5.5,"['Comedy', 'Romance']",,113.0,['US'],en,1988-07-08,1988,2.0,14681192.0,14681192.0,7.0,133.4,32896035.856770214,,,,2,2
2821897,/m/084wv5,Children of the Corn: The Final Sacrifice,1993-01-29,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/0fdjb"": ""Supernatural""}",25748.0,Children of the Corn Collection,115225.0,241.0,4.8,['Horror'],900000.0,92.0,['US'],en,1993-01-29,1993,2.0,6980986.0,6080986.0,9.0,647.0,15642242.521697888,2016623.191842542,13625619.329855345,7.75665111111111,1,7
2824791,/m/0851xq,Punisher: War Zone,2008-12-04,102.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada"", ""/m/0345h"": ""Germany""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/04pbhw"": ""Superhero movie"", ""/m/0btmb"": ""Superhero"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/02kdv5l"": ""Action""}",13056.0,The Punisher Collection,635362.0,1129.0,5.8,"['Action', 'Crime']",20500000.0,102.0,"['US', 'CA']",en,2008-12-04,2008,2.0,10100036.0,-10399964.0,4.0,457.9,22631074.26227176,45934194.92530235,-23303120.66303059,0.49268468292682926,2,2
2829485,/m/085ccd,The NeverEnding Story,1984-04-06,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/082fr"": ""West Germany""}","{""/m/0hj3n2k"": ""Fantasy Adventure"", ""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hj3myc"": ""Children's Fantasy"", ""/m/07s9rl0"": ""Drama"", ""/m/0hqxf"": ""Family Film""}",34584.0,The Neverending Story Collection,91430.0,3973.0,7.2,"['Adventure', 'Fantasy', 'Family', 'Drama']",27000000.0,102.0,['DE'],en,1984-04-06,1984,1.0,20158808.0,-6841192.0,,517.5,45169688.59188997,60498695.75527626,-15329007.163386293,0.7466225185185186,4,3
2871613,/m/0884wb,The Jewel of the Nile,1985-12-11,107.0,"{""/m/0jzc"": ""Arabic Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0f8l9c"": ""France"", ""/m/04wgh"": ""Morocco""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/03k9fj"": ""Adventure"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0hj3msd"": ""Adventure Comedy"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/02kdv5l"": ""Action""}",10303.0,Romancing the Stone Collection,89264.0,1131.0,6.221,"['Adventure', 'Action', 'Comedy', 'Romance']",25000000.0,106.0,['US'],en,1985-12-11,1985,2.0,96773200.0,71773200.0,1.0,567.6,216838977.18757412,56017310.88451506,160821666.30305904,3.870928,4,2
2876569,/m/088h_p,The Punisher,2004-04-16,140.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",7220.0,The Punisher Collection,635362.0,2795.0,6.4,"['Action', 'Crime', 'Drama']",33000000.0,124.0,['US'],en,2004-04-16,2004,1.0,54700105.0,21700105.0,,605.8,122566111.48802467,73942850.36755988,48623261.12046479,1.6575789393939393,3,2
2877925,/m/088lv8,Bambi II,2006-01-26,70.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/0hcr"": ""Animation"", ""/m/01j1n2"": ""Coming of age"", ""/m/0hqxf"": ""Family Film"", ""/m/0hj3n26"": ""Family-Oriented Adventure""}",13205.0,Bambi Collection,87250.0,982.0,6.514,"['Animation', 'Drama', 'Family']",,72.0,['US'],en,2006-01-26,2006,2.0,34958637.0,34958637.0,64.0,104.5,78331553.47711644,,,,3,2
2887437,/m/08984j,Rocky Balboa,2006-12-20,100.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01z02hx"": ""Sports"", ""/m/02l7c8"": ""Romance Film"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",1246.0,Rocky Collection,1575.0,3435.0,6.9,['Drama'],24000000.0,102.0,['US'],en,2006-12-20,2006,6.0,155721132.0,131721132.0,16.0,392.6,348923162.5013042,53776618.449134454,295146544.05216974,6.4883805,1,6
2903396,/m/08bgt3,Pulse,2006-08-11,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/09blyk"": ""Psychological thriller"", ""/m/02b5_l"": ""Teen""}",9682.0,Pulse Collection,124188.0,511.0,5.1,"['Horror', 'Science Fiction', 'Mystery', 'Drama']",38000000.0,88.0,['US'],en,2006-08-11,2006,1.0,29907685.0,-8092315.0,,567.6,67013923.53924591,85146312.54446289,-18132389.00521698,0.7870443421052632,4,3
2913859,/m/08c6k9,The Fast and the Furious: Tokyo Drift,2006-06-16,103.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/01z02hx"": ""Sports"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/02kdv5l"": ""Action"", ""/m/0ltv"": ""Auto racing""}",9615.0,The Fast and the Furious Collection,9485.0,6839.0,6.5,"['Action', 'Crime', 'Drama', 'Thriller']",85000000.0,104.0,['US'],en,2006-06-16,2006,3.0,158468292.0,73468292.0,3.0,409.3,355078703.1320844,190458857.0073512,164619846.12473324,1.8643328470588236,4,5
2933385,/m/08dl83,Freddy's Dead: The Final Nightmare,1991-09-13,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen"", ""/m/0fdjb"": ""Supernatural""}",11284.0,A Nightmare on Elm Street Collection,8581.0,1309.0,5.302,"['Horror', 'Thriller']",10000000.0,89.0,['US'],en,1991-09-13,1991,6.0,34872033.0,24872033.0,2.0,540.5,78137500.54944274,22406924.353806023,55730576.19563672,3.4872033000000004,2,7
2941342,/m/08f33v,Flesh Gordon Meets the Cosmic Cheerleaders,1989-01-30,102.0,"{""/m/02h40lc"": ""English Language""}",{},"{""/m/0gf28"": ""Parody"", ""/m/0gsy3b"": ""Sex comedy"", ""/m/06n90"": ""Science Fiction"", ""/m/01z4y"": ""Comedy"", ""/m/03k9fj"": ""Adventure""}",3688.0,Flesh Gordon Collection,314917.0,30.0,4.7,"['Comedy', 'Science Fiction']",,98.0,"['US', 'CA']",en,1989-01-30,1989,2.0,1288784.0,1288784.0,15.0,341.4,2887768.559639554,,,,2,2
2941852,/m/08f40v,Ernest Goes to Camp,1987-05-22,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hqxf"": ""Family Film"", ""/m/01z4y"": ""Comedy"", ""/m/09q17"": ""Slapstick""}",18935.0,Ernest Collection,330555.0,153.0,5.19,"['Comedy', 'Family']",3000000.0,92.0,['US'],en,1987-05-22,1987,1.0,23509382.0,20509382.0,,341.4,52677294.40787289,6722077.306141807,45955217.101731084,7.8364606666666665,2,9
2949827,/m/08fm68,Angels in the Outfield,1994-07-15,103.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02h8pkk"": ""Family Drama"", ""/m/0jdm8"": ""Remake"", ""/m/01z02hx"": ""Sports"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/07s9rl0"": ""Drama"", ""/m/0hqxf"": ""Family Film""}",24795.0,Angels in the ... Collection,508334.0,429.0,5.9,"['Comedy', 'Family', 'Fantasy']",31000000.0,102.0,['US'],en,1994-07-15,1994,1.0,50236831.0,19236831.0,,605.8,112565287.19919375,69461465.49679868,43103821.70239507,1.620542935483871,3,3
2950304,/m/08fn5b,Flags of Our Fathers,2006-10-20,131.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03g3w"": ""History"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/082gq"": ""War film""}",3683.0,Clint Eastwood's Iwo Jima Collection,261382.0,1819.0,6.9,"['War', 'Drama', 'History']",90000000.0,135.0,['US'],en,2006-10-20,2006,1.0,65900249.0,-24099751.0,,92.0,147662189.42399812,201662319.18425423,-54000129.76025611,0.7322249888888889,3,2
